Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	AT_content	GC_content	A	C	G	T	K	M	R	Y	S	W	B	V	H	D	X	N	O	-	?
Crown_Oz_L219.fasta-gb_NT.fasta	70	933	65310	4167	6.38	542	0.581	397	0.426	0.463	0.537	10852	22819	9852	17536	0	0	18	66	0	0	0	0	0	0	0	4029	0	138	0
Crown_Oz_L22.fasta-gb_NT.fasta	90	765	68850	1734	2.519	457	0.597	381	0.498	0.443	0.557	16547	20054	17232	13239	0	0	19	25	0	0	0	0	0	0	0	1734	0	0	0
Crown_Oz_L220.fasta-gb_NT.fasta	88	1224	107712	3107	2.885	816	0.667	677	0.553	0.474	0.526	25953	32725	22263	23614	0	0	22	28	0	0	0	0	0	0	0	3107	0	0	0
Crown_Oz_L221.fasta-gb_NT.fasta	97	1542	149574	7806	5.219	811	0.526	705	0.457	0.563	0.437	43572	28713	33225	36163	0	0	61	34	0	0	0	0	0	0	0	6618	0	1188	0
Crown_Oz_L222.fasta-gb_NT.fasta	98	1206	118188	3874	3.278	732	0.607	647	0.536	0.57	0.43	37141	23960	25208	27938	0	0	30	37	0	0	0	0	0	0	0	3874	0	0	0
Crown_Oz_L223.fasta-gb_NT.fasta	95	1302	123690	3790	3.064	662	0.508	571	0.439	0.558	0.442	33396	26363	26555	33505	0	0	31	50	0	0	0	0	0	0	0	2947	0	843	0
Crown_Oz_L224.fasta-gb_NT.fasta	91	1416	128856	881	0.684	694	0.49	604	0.427	0.543	0.457	34737	27493	30992	34636	0	0	49	68	0	0	0	0	0	0	0	881	0	0	0
Crown_Oz_L225.fasta-gb_NT.fasta	69	1455	100395	1541	1.535	862	0.592	755	0.519	0.559	0.441	29908	20694	22883	25290	0	0	34	45	0	0	0	0	0	0	0	1541	0	0	0
Crown_Oz_L226.fasta-gb_NT.fasta	65	615	39975	663	1.659	307	0.499	256	0.416	0.575	0.425	10951	7198	9510	11614	0	0	16	23	0	0	0	0	0	0	0	471	0	192	0
Crown_Oz_L227.fasta-gb_NT.fasta	98	1383	135534	6741	4.974	946	0.684	807	0.584	0.598	0.402	42778	23068	28700	34099	0	0	74	74	0	0	0	0	0	0	0	6741	0	0	0
Crown_Oz_L228.fasta-gb_NT.fasta	100	1584	158400	4181	2.64	791	0.499	669	0.422	0.516	0.484	37840	41008	33528	41695	0	0	52	96	0	0	0	0	0	0	0	2882	0	1299	0
Crown_Oz_L229.fasta-gb_NT.fasta	99	1065	105435	4260	4.04	505	0.474	378	0.355	0.589	0.411	36773	18671	22854	22796	0	0	48	33	0	0	0	0	0	0	0	3663	0	597	0
Crown_Oz_L23.fasta-gb_NT.fasta	99	1482	146718	2980	2.031	782	0.528	683	0.461	0.579	0.421	46357	31193	29238	36883	0	0	37	30	0	0	0	0	0	0	0	2371	0	609	0
Crown_Oz_L230.fasta-gb_NT.fasta	101	1242	125442	2354	1.877	477	0.384	364	0.293	0.528	0.472	35902	31058	27049	29057	0	0	13	9	0	0	0	0	0	0	0	2054	0	300	0
Crown_Oz_L231.fasta-gb_NT.fasta	60	699	41940	1132	2.699	261	0.373	192	0.275	0.482	0.518	10747	13517	7586	8929	0	0	12	17	0	0	0	0	0	0	0	1132	0	0	0
Crown_Oz_L232.fasta-gb_NT.fasta	99	1122	111078	4328	3.896	647	0.577	553	0.493	0.533	0.467	28956	25751	24043	27892	0	0	36	72	0	0	0	0	0	0	0	3674	0	654	0
Crown_Oz_L233.fasta-gb_NT.fasta	96	573	55008	2547	4.63	370	0.646	328	0.572	0.601	0.399	18277	8574	12318	13271	0	0	17	4	0	0	0	0	0	0	0	2382	0	165	0
Crown_Oz_L234.fasta-gb_NT.fasta	101	1464	147864	2456	1.661	709	0.484	534	0.365	0.583	0.417	48103	31658	28970	36640	0	0	22	15	0	0	0	0	0	0	0	2450	0	6	0
Crown_Oz_L235.fasta-gb_NT.fasta	74	1653	122322	4830	3.949	794	0.48	575	0.348	0.55	0.45	34341	29054	23857	30161	0	0	42	37	0	0	0	0	0	0	0	4587	0	243	0
Crown_Oz_L236.fasta-gb_NT.fasta	72	1635	117720	2515	2.136	913	0.558	718	0.439	0.623	0.377	42648	17827	25500	29079	0	0	75	76	0	0	0	0	0	0	0	2515	0	0	0
Crown_Oz_L237.fasta-gb_NT.fasta	72	1689	121608	7199	5.92	990	0.586	744	0.44	0.588	0.412	27619	23542	23612	39571	0	0	34	31	0	0	0	0	0	0	0	5624	0	1575	0
Crown_Oz_L238.fasta-gb_NT.fasta	74	1602	118548	3406	2.873	771	0.481	570	0.356	0.576	0.424	38143	22110	26645	28197	0	0	23	24	0	0	0	0	0	0	0	2734	0	672	0
Crown_Oz_L239.fasta-gb_NT.fasta	94	588	55272	1206	2.182	323	0.549	274	0.466	0.59	0.41	17957	10095	12079	13918	0	0	7	10	0	0	0	0	0	0	0	660	0	546	0
Crown_Oz_L24.fasta-gb_NT.fasta	100	1995	199500	1995	1.0	1061	0.532	941	0.472	0.536	0.464	53760	47409	44228	51886	0	0	96	126	0	0	0	0	0	0	0	1995	0	0	0
Crown_Oz_L240.fasta-gb_NT.fasta	69	819	56511	2986	5.284	551	0.673	464	0.567	0.625	0.375	14988	11394	8655	18451	0	0	13	24	0	0	0	0	0	0	0	2104	0	882	0
Crown_Oz_L241.fasta-gb_NT.fasta	97	591	57327	867	1.512	350	0.592	300	0.508	0.535	0.465	16967	13257	12971	13247	0	0	8	10	0	0	0	0	0	0	0	867	0	0	0
Crown_Oz_L242.fasta-gb_NT.fasta	71	1341	95211	1480	1.554	841	0.627	692	0.516	0.591	0.409	32016	16823	21491	23326	0	0	43	32	0	0	0	0	0	0	0	1393	0	87	0
Crown_Oz_L243.fasta-gb_NT.fasta	72	1122	80784	4898	6.063	771	0.687	607	0.541	0.612	0.388	26324	13016	16384	20106	0	0	26	30	0	0	0	0	0	0	0	3593	0	1305	0
Crown_Oz_L244.fasta-gb_NT.fasta	97	1206	116982	3454	2.953	570	0.473	483	0.4	0.545	0.455	35893	26269	25315	25975	0	0	33	43	0	0	0	0	0	0	0	2878	0	576	0
Crown_Oz_L245.fasta-gb_NT.fasta	90	522	46980	1457	3.101	272	0.521	230	0.441	0.55	0.45	14616	9541	10909	10434	0	0	13	10	0	0	0	0	0	0	0	656	0	801	0
Crown_Oz_L246.fasta-gb_NT.fasta	71	663	47073	1774	3.769	310	0.468	237	0.357	0.506	0.494	12774	10757	11598	10141	0	0	10	19	0	0	0	0	0	0	0	1561	0	213	0
Crown_Oz_L247.fasta-gb_NT.fasta	71	1059	75189	4626	6.152	478	0.451	374	0.353	0.621	0.379	23594	12080	14640	20221	0	0	9	19	0	0	0	0	0	0	0	4626	0	0	0
Crown_Oz_L248.fasta-gb_NT.fasta	74	1461	108114	686	0.635	701	0.48	554	0.379	0.553	0.447	30923	27853	20115	28493	0	0	19	25	0	0	0	0	0	0	0	683	0	3	0
Crown_Oz_L249.fasta-gb_NT.fasta	72	1536	110592	2015	1.822	782	0.509	683	0.445	0.524	0.476	36238	24498	27124	20635	0	0	32	50	0	0	0	0	0	0	0	2015	0	0	0
Crown_Oz_L25.fasta-gb_NT.fasta	99	1782	176418	1412	0.8	961	0.539	807	0.453	0.594	0.406	54084	34732	36385	49705	0	0	37	63	0	0	0	0	0	0	0	1412	0	0	0
Crown_Oz_L250.fasta-gb_NT.fasta	76	1161	88236	4728	5.358	721	0.621	585	0.504	0.492	0.508	21328	26500	15894	19703	0	0	24	59	0	0	0	0	0	0	0	3378	0	1350	0
Crown_Oz_L251.fasta-gb_NT.fasta	49	1611	78939	1441	1.825	575	0.357	392	0.243	0.466	0.534	21311	22557	18817	14780	0	0	14	19	0	0	0	0	0	0	0	1291	0	150	0
Crown_Oz_L252.fasta-gb_NT.fasta	38	1005	38190	1308	3.425	579	0.576	462	0.46	0.418	0.582	8785	11734	9718	6629	0	0	8	8	0	0	0	0	0	0	0	1308	0	0	0
Crown_Oz_L253.fasta-gb_NT.fasta	47	1011	47517	2745	5.777	602	0.595	383	0.379	0.631	0.369	15895	8111	8408	12328	0	0	17	13	0	0	0	0	0	0	0	2316	0	429	0
Crown_Oz_L254.fasta-gb_NT.fasta	75	1407	105525	1867	1.769	700	0.498	585	0.416	0.599	0.401	35927	20496	21007	26167	0	0	32	29	0	0	0	0	0	0	0	973	0	894	0
Crown_Oz_L255.fasta-gb_NT.fasta	72	903	65016	290	0.446	525	0.581	447	0.495	0.596	0.404	19830	13158	12951	18728	0	0	28	31	0	0	0	0	0	0	0	290	0	0	0
Crown_Oz_L256.fasta-gb_NT.fasta	75	1377	103275	4462	4.321	769	0.558	661	0.48	0.569	0.431	30400	22261	20315	25778	0	0	25	34	0	0	0	0	0	0	0	4444	0	18	0
Crown_Oz_L257.fasta-gb_NT.fasta	44	1011	44484	879	1.976	621	0.614	462	0.457	0.648	0.352	13794	7906	7435	14432	0	0	18	20	0	0	0	0	0	0	0	879	0	0	0
Crown_Oz_L258.fasta-gb_NT.fasta	50	1323	66150	3173	4.797	849	0.642	572	0.432	0.48	0.52	17865	15607	17056	12381	0	0	34	34	0	0	0	0	0	0	0	2756	0	417	0
Crown_Oz_L259.fasta-gb_NT.fasta	76	834	63384	506	0.798	352	0.422	293	0.351	0.555	0.445	18049	13090	14871	16846	0	0	9	13	0	0	0	0	0	0	0	482	0	24	0
Crown_Oz_L26.fasta-gb_NT.fasta	99	1629	161271	6845	4.244	1123	0.689	927	0.569	0.579	0.421	44086	33909	31134	45232	0	0	31	34	0	0	0	0	0	0	0	5660	0	1185	0
Crown_Oz_L260.fasta-gb_NT.fasta	75	1590	119250	7942	6.66	1109	0.697	883	0.555	0.54	0.46	32303	28666	22662	27592	0	0	33	52	0	0	0	0	0	0	0	7465	0	477	0
Crown_Oz_L261.fasta-gb_NT.fasta	44	924	40656	1357	3.338	525	0.568	345	0.373	0.62	0.38	13504	6797	8126	10808	0	0	37	27	0	0	0	0	0	0	0	1225	0	132	0
Crown_Oz_L262.fasta-gb_NT.fasta	47	1695	79665	3205	4.023	884	0.522	543	0.32	0.611	0.389	21092	16728	13001	25585	0	0	26	28	0	0	0	0	0	0	0	2794	0	411	0
Crown_Oz_L263.fasta-gb_NT.fasta	74	972	71928	4229	5.879	592	0.609	502	0.516	0.625	0.375	24758	12257	13089	17551	0	0	20	24	0	0	0	0	0	0	0	4229	0	0	0
Crown_Oz_L264.fasta-gb_NT.fasta	75	1557	116775	8091	6.929	981	0.63	773	0.496	0.595	0.405	36296	23045	20961	28352	0	0	12	18	0	0	0	0	0	0	0	4071	0	4020	0
Crown_Oz_L265.fasta-gb_NT.fasta	44	1170	51480	3015	5.857	551	0.471	350	0.299	0.555	0.445	15878	11238	10317	11021	0	0	7	4	0	0	0	0	0	0	0	2985	0	30	0
Crown_Oz_L266.fasta-gb_NT.fasta	74	753	55722	1255	2.252	400	0.531	332	0.441	0.53	0.47	16036	11820	13749	12848	0	0	5	9	0	0	0	0	0	0	0	1252	0	3	0
Crown_Oz_L267.fasta-gb_NT.fasta	42	381	16002	1080	6.749	162	0.425	122	0.32	0.549	0.451	4062	3828	2902	4121	0	0	1	8	0	0	0	0	0	0	0	1080	0	0	0
Crown_Oz_L268.fasta-gb_NT.fasta	44	1251	55044	587	1.066	753	0.602	520	0.416	0.592	0.408	16671	10797	11364	15549	0	0	37	39	0	0	0	0	0	0	0	587	0	0	0
Crown_Oz_L269.fasta-gb_NT.fasta	68	681	46308	2571	5.552	335	0.492	271	0.398	0.619	0.381	13834	8375	8292	13215	0	0	8	13	0	0	0	0	0	0	0	2544	0	27	0
Crown_Oz_L27.fasta-gb_NT.fasta	71	1047	74337	2736	3.681	765	0.731	626	0.598	0.597	0.403	24369	14502	14314	18329	0	0	37	50	0	0	0	0	0	0	0	2529	0	207	0
Crown_Oz_L270.fasta-gb_NT.fasta	45	1008	45360	1168	2.575	455	0.451	343	0.34	0.377	0.623	10306	13208	14277	6350	0	0	25	26	0	0	0	0	0	0	0	1168	0	0	0
Crown_Oz_L271.fasta-gb_NT.fasta	75	1677	125775	3195	2.54	804	0.479	705	0.42	0.502	0.498	31170	28165	32938	30204	0	0	37	66	0	0	0	0	0	0	0	2748	0	447	0
Crown_Oz_L272.fasta-gb_NT.fasta	41	1611	66051	390	0.59	654	0.406	502	0.312	0.53	0.47	17998	16223	14610	16771	0	0	22	37	0	0	0	0	0	0	0	381	0	9	0
Crown_Oz_L273.fasta-gb_NT.fasta	76	1587	120612	1200	0.995	774	0.488	690	0.435	0.542	0.458	32586	25804	28888	32066	0	0	29	39	0	0	0	0	0	0	0	1200	0	0	0
Crown_Oz_L274.fasta-gb_NT.fasta	74	1695	125430	3311	2.64	1080	0.637	894	0.527	0.569	0.431	39439	24763	27802	30050	0	0	32	33	0	0	0	0	0	0	0	3311	0	0	0
Crown_Oz_L275.fasta-gb_NT.fasta	75	1377	103275	1589	1.539	847	0.615	670	0.487	0.585	0.415	33896	20726	21478	25548	0	0	18	20	0	0	0	0	0	0	0	1145	0	444	0
Crown_Oz_L276.fasta-gb_NT.fasta	75	1314	98550	2989	3.033	761	0.579	611	0.465	0.575	0.425	31997	20497	20057	22969	0	0	19	22	0	0	0	0	0	0	0	2764	0	225	0
Crown_Oz_L277.fasta-gb_NT.fasta	50	1776	88800	2161	2.434	814	0.458	615	0.346	0.603	0.397	28736	17889	16488	23459	0	0	29	38	0	0	0	0	0	0	0	2161	0	0	0
Crown_Oz_L278.fasta-gb_NT.fasta	67	1452	97284	2435	2.503	719	0.495	590	0.406	0.478	0.522	26212	25002	24528	19050	0	0	20	37	0	0	0	0	0	0	0	2435	0	0	0
Crown_Oz_L279.fasta-gb_NT.fasta	74	708	52392	1362	2.6	404	0.571	354	0.5	0.497	0.503	15003	11759	13874	10338	0	0	30	26	0	0	0	0	0	0	0	1143	0	219	0
Crown_Oz_L28.fasta-gb_NT.fasta	70	1008	70560	2268	3.214	705	0.699	577	0.572	0.586	0.414	24270	14614	13622	15726	0	0	33	27	0	0	0	0	0	0	0	2061	0	207	0
Crown_Oz_L280.fasta-gb_NT.fasta	48	1383	66384	3163	4.765	924	0.668	661	0.478	0.562	0.438	19669	14868	12814	15787	0	0	38	45	0	0	0	0	0	0	0	2677	0	486	0
Crown_Oz_L281.fasta-gb_NT.fasta	35	855	29925	946	3.161	158	0.185	109	0.127	0.566	0.434	8556	6330	6255	7830	0	0	3	5	0	0	0	0	0	0	0	946	0	0	0
Crown_Oz_L282.fasta-gb_NT.fasta	43	1521	65403	1654	2.529	507	0.333	347	0.228	0.435	0.565	13768	18687	17316	13925	0	0	19	34	0	0	0	0	0	0	0	1273	0	381	0
Crown_Oz_L283.fasta-gb_NT.fasta	73	690	50370	2280	4.527	352	0.51	276	0.4	0.541	0.459	14173	11820	10219	11834	0	0	7	37	0	0	0	0	0	0	0	1632	0	648	0
Crown_Oz_L284.fasta-gb_NT.fasta	74	1761	130314	5481	4.206	977	0.555	826	0.469	0.523	0.477	38462	30700	28773	26830	0	0	36	32	0	0	0	0	0	0	0	3795	0	1686	0
Crown_Oz_L285.fasta-gb_NT.fasta	75	1578	118350	1913	1.616	732	0.464	654	0.414	0.548	0.452	34528	26398	26255	29165	0	0	28	63	0	0	0	0	0	0	0	1469	0	444	0
Crown_Oz_L286.fasta-gb_NT.fasta	41	1584	64944	2718	4.185	564	0.356	370	0.234	0.62	0.38	19680	11095	12551	18881	0	0	10	9	0	0	0	0	0	0	0	2115	0	603	0
Crown_Oz_L287.fasta-gb_NT.fasta	74	1101	81474	2184	2.681	628	0.57	550	0.5	0.542	0.458	24002	17388	18909	18909	0	0	34	48	0	0	0	0	0	0	0	2184	0	0	0
Crown_Oz_L288.fasta-gb_NT.fasta	76	1653	125628	4761	3.79	852	0.515	736	0.445	0.582	0.418	35935	24320	26172	34321	0	0	41	78	0	0	0	0	0	0	0	4761	0	0	0
Crown_Oz_L289.fasta-gb_NT.fasta	43	711	30573	885	2.895	312	0.439	171	0.241	0.6	0.4	9170	5900	5978	8624	0	0	10	6	0	0	0	0	0	0	0	756	0	129	0
Crown_Oz_L29.fasta-gb_NT.fasta	92	1605	147660	5404	3.66	927	0.578	755	0.47	0.566	0.434	43403	31316	30354	37096	0	0	47	40	0	0	0	0	0	0	0	4840	0	564	0
Crown_Oz_L290.fasta-gb_NT.fasta	74	1602	118548	1912	1.613	1004	0.627	854	0.533	0.544	0.456	35928	26750	26346	27554	0	0	32	26	0	0	0	0	0	0	0	1912	0	0	0
Crown_Oz_L291.fasta-gb_NT.fasta	35	1050	36750	624	1.698	288	0.274	228	0.217	0.508	0.492	9667	8593	9169	8675	0	0	11	11	0	0	0	0	0	0	0	624	0	0	0
Crown_Oz_L292.fasta-gb_NT.fasta	73	972	70956	2340	3.298	647	0.666	527	0.542	0.524	0.476	19472	18174	14500	16412	0	0	27	31	0	0	0	0	0	0	0	2334	0	6	0
Crown_Oz_L293.fasta-gb_NT.fasta	38	951	36138	1485	4.109	334	0.351	260	0.273	0.536	0.464	9915	7614	8437	8655	0	0	21	11	0	0	0	0	0	0	0	1365	0	120	0
Crown_Oz_L294.fasta-gb_NT.fasta	72	1122	80784	3023	3.742	691	0.616	564	0.503	0.599	0.401	26274	13978	17191	20270	0	0	30	18	0	0	0	0	0	0	0	3008	0	15	0
Crown_Oz_L295.fasta-gb_NT.fasta	37	804	29748	873	2.935	294	0.366	173	0.215	0.614	0.386	9417	5312	5826	8293	0	0	16	11	0	0	0	0	0	0	0	762	0	111	0
Crown_Oz_L296.fasta-gb_NT.fasta	42	567	23814	491	2.062	277	0.489	182	0.321	0.594	0.406	8290	4728	4721	5553	0	0	23	8	0	0	0	0	0	0	0	488	0	3	0
Crown_Oz_L297.fasta-gb_NT.fasta	75	990	74250	1455	1.96	538	0.543	404	0.408	0.51	0.49	15734	19819	15825	21360	0	0	24	33	0	0	0	0	0	0	0	1455	0	0	0
Crown_Oz_L298.fasta-gb_NT.fasta	66	1272	83952	4594	5.472	784	0.616	638	0.502	0.569	0.431	25881	16110	18087	19243	0	0	16	21	0	0	0	0	0	0	0	4567	0	27	0
Crown_Oz_L299.fasta-gb_NT.fasta	76	1164	88464	1327	1.5	465	0.399	378	0.325	0.544	0.456	23076	19473	20237	24329	0	0	6	16	0	0	0	0	0	0	0	853	0	474	0
Crown_Oz_L3.fasta-gb_NT.fasta	97	1176	114072	3184	2.791	619	0.526	527	0.448	0.541	0.459	35498	24123	26715	24520	0	0	15	17	0	0	0	0	0	0	0	3184	0	0	0
Crown_Oz_L30.fasta-gb_NT.fasta	97	915	88755	4124	4.646	490	0.536	415	0.454	0.421	0.579	21681	28608	20352	13917	0	0	28	45	0	0	0	0	0	0	0	2087	0	2037	0
Crown_Oz_L300.fasta-gb_NT.fasta	73	837	61101	471	0.771	503	0.601	418	0.499	0.54	0.46	18839	17394	10507	13864	0	0	16	10	0	0	0	0	0	0	0	471	0	0	0
Crown_Oz_L301.fasta-gb_NT.fasta	46	1047	48162	3701	7.684	439	0.419	322	0.308	0.498	0.502	10249	11878	10420	11857	0	0	11	46	0	0	0	0	0	0	0	3305	0	396	0
Crown_Oz_L302.fasta-gb_NT.fasta	45	1236	55620	2113	3.799	557	0.451	424	0.343	0.502	0.498	12229	12727	13863	14596	0	0	43	49	0	0	0	0	0	0	0	1714	0	399	0
Crown_Oz_L303.fasta-gb_NT.fasta	72	1833	131976	2001	1.516	1130	0.616	945	0.516	0.571	0.429	36801	27988	27696	37379	0	0	60	51	0	0	0	0	0	0	0	2001	0	0	0
Crown_Oz_L304.fasta-gb_NT.fasta	76	1548	117648	2079	1.767	765	0.494	637	0.411	0.549	0.451	35567	25993	26069	27884	0	0	27	29	0	0	0	0	0	0	0	1188	0	891	0
Crown_Oz_L305.fasta-gb_NT.fasta	76	1695	128820	1779	1.381	919	0.542	766	0.452	0.504	0.496	36180	37042	26008	27737	0	0	29	45	0	0	0	0	0	0	0	1779	0	0	0
Crown_Oz_L306.fasta-gb_NT.fasta	29	780	22620	766	3.386	309	0.396	250	0.321	0.422	0.578	3955	5265	7359	5263	0	0	9	3	0	0	0	0	0	0	0	766	0	0	0
Crown_Oz_L307.fasta-gb_NT.fasta	66	1536	101376	7084	6.988	982	0.639	853	0.555	0.482	0.518	26573	27297	21523	18813	0	0	40	46	0	0	0	0	0	0	0	5308	0	1776	0
Crown_Oz_L308.fasta-gb_NT.fasta	74	1539	113886	4644	4.078	912	0.593	755	0.491	0.584	0.416	31092	24395	20992	32730	0	0	16	17	0	0	0	0	0	0	0	2217	0	2427	0
Crown_Oz_L309.fasta-gb_NT.fasta	50	1980	99000	5328	5.382	1144	0.578	782	0.395	0.61	0.39	29470	16404	20058	27634	0	0	50	56	0	0	0	0	0	0	0	2844	0	2484	0
Crown_Oz_L31.fasta-gb_NT.fasta	74	1251	92574	683	0.738	595	0.476	494	0.395	0.51	0.49	21431	23182	21773	25441	0	0	20	44	0	0	0	0	0	0	0	683	0	0	0
Crown_Oz_L310.fasta-gb_NT.fasta	45	573	25785	758	2.94	231	0.403	175	0.305	0.409	0.591	6553	6001	8762	3659	0	0	26	26	0	0	0	0	0	0	0	758	0	0	0
Crown_Oz_L311.fasta-gb_NT.fasta	75	1074	80550	363	0.451	576	0.536	469	0.437	0.575	0.425	19113	18554	15524	26959	0	0	7	30	0	0	0	0	0	0	0	363	0	0	0
Crown_Oz_L312.fasta-gb_NT.fasta	72	1656	119232	4009	3.362	741	0.447	661	0.399	0.553	0.447	30161	25638	25877	33468	0	0	35	44	0	0	0	0	0	0	0	4009	0	0	0
Crown_Oz_L313.fasta-gb_NT.fasta	74	1419	105006	676	0.644	721	0.508	650	0.458	0.608	0.392	31063	18870	21967	32368	0	0	25	37	0	0	0	0	0	0	0	676	0	0	0
Crown_Oz_L314.fasta-gb_NT.fasta	46	1578	72588	6240	8.596	956	0.606	686	0.435	0.604	0.396	17827	12533	13739	22186	0	0	36	27	0	0	0	0	0	0	0	4020	0	2220	0
Crown_Oz_L315.fasta-gb_NT.fasta	68	1392	94656	250	0.264	665	0.478	512	0.368	0.571	0.429	28561	19398	21095	25315	0	0	23	14	0	0	0	0	0	0	0	250	0	0	0
Crown_Oz_L316.fasta-gb_NT.fasta	76	1512	114912	2136	1.859	776	0.513	614	0.406	0.523	0.477	28730	27899	25840	30247	0	0	22	38	0	0	0	0	0	0	0	2136	0	0	0
Crown_Oz_L317.fasta-gb_NT.fasta	40	666	26640	932	3.498	321	0.482	236	0.354	0.589	0.411	6779	5129	5425	8352	0	0	11	12	0	0	0	0	0	0	0	932	0	0	0
Crown_Oz_L318.fasta-gb_NT.fasta	50	1812	90600	3217	3.551	774	0.427	505	0.279	0.592	0.408	29892	15764	19824	21863	0	0	18	22	0	0	0	0	0	0	0	3067	0	150	0
Crown_Oz_L319.fasta-gb_NT.fasta	44	1677	73788	5087	6.894	1001	0.597	437	0.261	0.586	0.414	22967	13388	15074	17247	0	0	13	12	0	0	0	0	0	0	0	4136	0	951	0
Crown_Oz_L32.fasta-gb_NT.fasta	95	1053	100035	6383	6.381	782	0.743	655	0.622	0.593	0.407	28715	18362	19727	26793	0	0	36	19	0	0	0	0	0	0	0	4934	0	1449	0
Crown_Oz_L320.fasta-gb_NT.fasta	41	1338	54858	5474	9.978	630	0.471	414	0.309	0.635	0.365	16020	8434	9590	15290	0	0	25	25	0	0	0	0	0	0	0	3698	0	1776	0
Crown_Oz_L321.fasta-gb_NT.fasta	76	1248	94848	301	0.317	668	0.535	569	0.456	0.525	0.475	29971	24308	20577	19649	0	0	21	21	0	0	0	0	0	0	0	301	0	0	0
Crown_Oz_L322.fasta-gb_NT.fasta	48	1038	49824	1947	3.908	630	0.607	486	0.468	0.611	0.389	13217	9660	8941	16003	0	0	27	29	0	0	0	0	0	0	0	1935	0	12	0
Crown_Oz_L323.fasta-gb_NT.fasta	46	1095	50370	526	1.044	659	0.602	561	0.512	0.455	0.545	12502	15037	12117	10141	0	0	13	34	0	0	0	0	0	0	0	526	0	0	0
Crown_Oz_L324.fasta-gb_NT.fasta	40	273	10920	453	4.148	81	0.297	42	0.154	0.657	0.343	3690	1883	1711	3181	0	0	0	2	0	0	0	0	0	0	0	453	0	0	0
Crown_Oz_L325.fasta-gb_NT.fasta	35	774	27090	734	2.709	255	0.329	170	0.22	0.46	0.54	6865	7540	6664	5269	0	0	6	12	0	0	0	0	0	0	0	731	0	3	0
Crown_Oz_L326.fasta-gb_NT.fasta	51	498	25398	769	3.028	210	0.422	148	0.297	0.647	0.353	8041	4325	4361	7887	0	0	9	6	0	0	0	0	0	0	0	769	0	0	0
Crown_Oz_L327.fasta-gb_NT.fasta	48	1257	60336	6989	11.583	911	0.725	621	0.494	0.593	0.407	15176	12119	9544	16438	0	0	28	42	0	0	0	0	0	0	0	5816	0	1173	0
Crown_Oz_L328.fasta-gb_NT.fasta	53	1626	86178	1435	1.665	1054	0.648	826	0.508	0.596	0.404	29164	16770	17443	21277	0	0	42	47	0	0	0	0	0	0	0	1435	0	0	0
Crown_Oz_L329.fasta-gb_NT.fasta	70	1155	80850	975	1.206	602	0.521	463	0.401	0.562	0.438	23546	16475	18514	21328	0	0	8	4	0	0	0	0	0	0	0	843	0	132	0
Crown_Oz_L33.fasta-gb_NT.fasta	100	1446	144600	1592	1.101	842	0.582	714	0.494	0.562	0.438	47250	32643	30004	33058	0	0	31	22	0	0	0	0	0	0	0	1592	0	0	0
Crown_Oz_L330.fasta-gb_NT.fasta	49	927	45423	1822	4.011	531	0.573	429	0.463	0.544	0.456	11350	10052	9776	12375	0	0	22	26	0	0	0	0	0	0	0	1252	0	570	0
Crown_Oz_L331.fasta-gb_NT.fasta	53	1536	81408	1023	1.257	791	0.515	645	0.42	0.548	0.452	22331	15877	20426	21669	0	0	44	38	0	0	0	0	0	0	0	1023	0	0	0
Crown_Oz_L332.fasta-gb_NT.fasta	54	1449	78246	1462	1.868	854	0.589	671	0.463	0.529	0.471	19847	18014	18065	20726	0	0	57	75	0	0	0	0	0	0	0	1462	0	0	0
Crown_Oz_L333.fasta-gb_NT.fasta	41	1062	43542	1327	3.048	435	0.41	312	0.294	0.605	0.395	15976	7951	8724	9539	0	0	18	7	0	0	0	0	0	0	0	1078	0	249	0
Crown_Oz_L334.fasta-gb_NT.fasta	50	1215	60750	627	1.032	488	0.402	363	0.299	0.54	0.46	13338	14821	12817	19065	0	0	28	54	0	0	0	0	0	0	0	627	0	0	0
Crown_Oz_L335.fasta-gb_NT.fasta	52	1527	79404	3983	5.016	823	0.539	627	0.411	0.587	0.413	30125	11537	19550	14148	0	0	39	22	0	0	0	0	0	0	0	2297	0	1686	0
Crown_Oz_L336.fasta-gb_NT.fasta	45	1266	56970	11628	20.411	666	0.526	418	0.33	0.509	0.491	13682	8264	13871	9470	0	0	30	25	0	0	0	0	0	0	0	11580	0	48	0
Crown_Oz_L337.fasta-gb_NT.fasta	44	708	31152	1643	5.274	352	0.497	274	0.387	0.602	0.398	8340	5427	6306	9406	0	0	13	17	0	0	0	0	0	0	0	1643	0	0	0
Crown_Oz_L338.fasta-gb_NT.fasta	43	564	24252	3493	14.403	337	0.598	235	0.417	0.619	0.381	6521	3594	4298	6344	0	0	1	1	0	0	0	0	0	0	0	3115	0	378	0
Crown_Oz_L339.fasta-gb_NT.fasta	45	1143	51435	775	1.507	551	0.482	442	0.387	0.549	0.451	11827	12823	9977	15974	0	0	22	37	0	0	0	0	0	0	0	775	0	0	0
Crown_Oz_L34.fasta-gb_NT.fasta	101	1179	119079	1961	1.647	537	0.455	416	0.353	0.568	0.432	37007	27650	22943	29485	0	0	16	17	0	0	0	0	0	0	0	1661	0	300	0
